ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Cost_per_gram,Discount_rate,Calls_per_Purchase
69,-0.1129298130463459,-0.703052984886498,0.3589958699650536,0.724173525251417,2,0,0.00367796639596411,-0.8921819686261226,1,False,False,False,False,False,True,0.25989833308330473,-0.18952367817022478,-0.6606675096755112
71,0.7362810735502818,-1.4106332049029469,-0.5533314407533357,0.724173525251417,0,1,2.2588372081060215,-0.06650827660859646,1,False,True,False,False,False,True,-0.4535591261622424,2.197173443032348,0.013425193402795408
72,0.7362810735502818,1.4196876751628487,0.3382611583578175,-1.2934382083309122,1,0,-1.1239016544590645,-1.0669505960314778,1,False,False,False,True,False,True,0.4445633684490897,-1.0329746580952104,2.2604008703304848
79,-0.9621406996429737,0.7121074551463997,0.19311817710716464,-0.28463234153974754,1,1,3.38641682896105,0.0014229919941917846,1,False,False,True,False,False,True,-0.3261913392772812,2.4828011534453243,-0.829190685445088
82,-1.8113515862396012,1.4196876751628487,-1.6937405791513225,-0.28463234153974754,1,1,3.38641682896105,-1.3572023800615731,1,True,False,False,False,False,True,-0.018348200935053387,5.19919091579496,-1.6718065642929716
86,-0.9621406996429737,0.7121074551463997,-0.3459843246809745,-0.28463234153974754,2,1,1.9769423028922644,-1.116972712002622,1,False,False,False,True,False,True,0.2558621843238922,1.7638652489942228,-0.829190685445088
88,1.5854919601469095,-0.703052984886498,1.3335273155051515,-0.28463234153974754,2,0,-0.8420067492453074,-0.6068706404944121,1,True,False,False,False,False,True,0.28487083960621296,-0.9306714746317928,1.6986569510985623
92,0.7362810735502818,1.4196876751628487,1.4994050083630404,-0.28463234153974754,1,0,3.38641682896105,-0.4901523698950759,1,False,False,False,True,False,True,0.23459830468472725,1.6148422944697016,0.8560410722506788
93,-0.1129298130463459,0.7121074551463997,-0.8021479800401692,-1.2934382083309122,2,0,0.2855728716097213,-1.709827419808774,1,False,False,False,False,False,True,1.170300836648089,0.4951600584747634,1.1369130318666398
94,-0.9621406996429737,0.004527235129950843,0.11017933067822017,-0.28463234153974754,2,0,3.104521923747293,-0.3518196047403071,1,True,False,False,False,False,True,-0.18914629984266848,2.331867893865056,-0.829190685445088
97,-0.9621406996429737,0.004527235129950843,-1.3412504818283084,-1.2934382083309122,2,1,3.38641682896105,-1.686977811278745,1,False,False,True,False,False,True,0.7479996496770509,4.439707650873692,0.013425193402795408
98,-0.1129298130463459,-1.4106332049029469,1.1883843342544984,-1.2934382083309122,2,0,0.5674677768234785,-0.960730794216209,1,False,False,False,True,False,True,0.6038589363532411,-0.01641107562912498,1.1369130318666398
99,-0.9621406996429737,1.4196876751628487,-1.444924039864489,0.724173525251417,2,1,-0.2782169388177931,-1.7617022067418122,1,False,False,False,False,False,True,0.8927837419494048,0.2375231483123103,-1.3347602127538183
105,-0.9621406996429737,0.004527235129950843,0.08944461907098404,-0.28463234153974754,1,1,-0.8420067492453074,-1.0508941143617279,1,False,False,False,False,False,True,0.33746177227289315,-0.78568476384905,-0.829190685445088
107,-0.9621406996429737,-1.4106332049029469,0.5041388512157065,-0.28463234153974754,1,1,3.104521923747293,-0.8230155860487383,1,False,True,False,False,False,True,0.2392160076133545,2.0293588016977924,-0.829190685445088
111,-0.9621406996429737,-1.4106332049029469,-1.1546380773631832,-1.2934382083309122,1,1,-1.1239016544590645,-1.6505419490281588,1,False,False,False,False,True,False,0.7713619255448597,-0.8395398838458467,0.013425193402795408
119,-1.8113515862396012,1.4196876751628487,1.0225066413966095,-0.28463234153974754,1,0,-0.2782169388177931,-0.6235446791514601,1,False,True,False,False,True,False,0.21523501499100942,-0.5294068174004155,-1.6718065642929716
122,-0.9621406996429737,0.004527235129950843,-0.18010663182308553,-0.28463234153974754,2,0,3.6683117341748073,-1.1052391292439585,1,False,False,False,True,True,False,0.30335976447558627,3.066898971726671,-0.829190685445088
125,0.7362810735502818,1.4196876751628487,0.17238346549992853,-0.28463234153974754,1,1,1.131257587250993,-1.035455189679276,1,False,True,False,False,True,False,0.34888318733650037,0.7414360238078621,0.8560410722506788
129,-0.1129298130463459,0.7121074551463997,-0.2837801898592662,0.724173525251417,2,1,2.822627018533536,-1.1713177268848525,1,False,False,False,False,True,False,0.34426038892493505,2.447776640758619,-0.6606675096755112
131,-0.9621406996429737,1.4196876751628487,-0.7192091336112247,-1.2934382083309122,1,0,3.104521923747293,-1.6011373900443127,1,False,True,False,False,True,False,0.9058915747757719,3.178644300049223,0.013425193402795408
133,0.7362810735502818,-0.703052984886498,0.6907512556808316,-0.28463234153974754,1,1,3.104521923747293,-0.04180599711667346,1,False,False,True,False,False,False,-0.20800511560097593,1.9023088505659627,0.8560410722506788
135,-0.9621406996429737,0.004527235129950843,-0.947290961290822,-1.2934382083309122,2,0,-1.4057965596728217,-1.3139733909507079,1,False,False,False,False,False,False,0.2581691264941337,-1.1668885800168516,0.013425193402795408
136,-0.9621406996429737,1.4196876751628487,-1.1753727889704193,-0.28463234153974754,2,0,-0.5601118440315502,-1.2769199717128235,1,True,False,False,False,False,False,0.11439524744567636,-0.21375169432892926,-0.829190685445088
138,-0.9621406996429737,1.4196876751628487,-1.0716992309342388,-1.2934382083309122,2,1,0.2855728716097213,-1.3695535198075346,1,False,False,False,True,False,False,0.279610327182975,0.6518515126086528,0.013425193402795408
140,0.7362810735502818,-1.4106332049029469,0.48340413960847034,-1.2934382083309122,1,0,1.131257587250993,-0.05971514974831763,1,False,False,False,True,False,False,-0.24276968482556222,0.6022656094017258,2.2604008703304848
151,-0.1129298130463459,0.7121074551463997,0.13091404228545628,-1.2934382083309122,2,0,0.2855728716097213,-0.8680972461214977,1,False,False,True,False,False,False,0.16584583920378335,0.09576121209852007,1.1369130318666398
155,-0.9621406996429737,0.004527235129950843,-1.0716992309342388,-0.28463234153974754,2,0,0.5674677768234785,-1.289271111458785,1,False,True,False,False,False,True,0.17302864388017497,0.9531812320969021,-0.829190685445088
164,0.7362810735502818,-0.703052984886498,1.2505884690762068,-0.28463234153974754,2,1,0.00367796639596411,-0.359230288587884,1,False,False,False,True,False,True,0.08268906891764691,-0.3885058400770543,0.8560410722506788
166,-0.9621406996429737,0.004527235129950843,-0.9887603845052942,0.724173525251417,2,0,3.104521923747293,-1.5183847537463706,1,True,False,False,False,False,True,0.5700531473643228,3.5417124368574053,-1.3347602127538183
171,-0.1129298130463459,0.004527235129950843,-0.594800863967808,-0.28463234153974754,2,0,1.131257587250993,-1.0459536584633433,1,False,False,False,False,False,True,0.09197775356111845,1.1812145333312531,0.013425193402795408
176,-0.1129298130463459,0.7121074551463997,-1.3205157702210724,-1.2934382083309122,2,1,-0.8420067492453074,-1.6499243920408606,1,False,False,False,True,False,True,0.6673820607060836,-0.4811482326671643,1.1369130318666398
179,-0.9621406996429737,0.004527235129950843,-0.4496578827171551,-0.28463234153974754,2,0,-1.1239016544590645,0.023655043536922483,1,False,True,False,False,False,True,-0.4621778260908601,-0.9489626221726714,-0.829190685445088
180,0.7362810735502818,1.4196876751628487,0.8566289485387205,0.724173525251417,2,1,-0.8420067492453074,-0.31908908441350914,1,False,False,False,True,False,True,-0.03339438722918394,-0.8831575290197228,0.013425193402795408
188,-1.8113515862396012,-1.4106332049029469,0.17238346549992853,-1.2934382083309122,2,1,-0.2782169388177931,-0.11035482270675978,1,False,False,False,True,False,True,-0.2861568085781296,-0.3580102500006149,-1.1100626450610493
191,-1.8113515862396012,1.4196876751628487,-1.7352100023657946,-0.28463234153974754,1,1,2.822627018533536,-1.7691128905893891,1,False,True,False,False,False,True,0.7054790526857748,4.550594498602771,-1.6718065642929716
193,-1.8113515862396012,0.7121074551463997,-1.5278628862934334,-0.28463234153974754,1,0,0.2855728716097213,-1.572112211641303,1,False,False,True,False,False,True,0.37934612134439233,0.9833142040457273,-1.6718065642929716
197,-1.8113515862396012,-0.703052984886498,-1.631536444329614,-0.28463234153974754,1,1,2.5407321133197787,-1.6165763147267647,1,False,True,False,False,False,True,0.40568218600167705,3.966478426979395,-1.6718065642929716
198,-1.8113515862396012,0.004527235129950843,-1.610801732722378,-0.28463234153974754,1,0,3.6683117341748073,-1.4751557646355054,1,False,False,False,True,False,True,0.17397159029482487,5.362344039314668,-1.6718065642929716
201,-1.8113515862396012,0.004527235129950843,-1.5485975979006696,-0.28463234153974754,1,1,0.8493626820372356,-1.5350587924034187,1,False,False,False,False,False,True,0.30159499650276317,1.7032537712547027,-1.6718065642929716
207,-1.8113515862396012,-0.703052984886498,-1.1753727889704193,-0.28463234153974754,1,1,-1.4057965596728217,-1.5313534504796302,1,False,False,False,False,False,True,0.4957397647081038,-1.1465303164390515,-1.6718065642929716
210,-1.8113515862396012,1.4196876751628487,-1.3619851934355445,-0.28463234153974754,0,0,1.41315249246475,-1.5159145257971784,1,False,False,False,True,False,True,0.36807667029477165,2.1707161797588825,-1.6718065642929716
211,-1.8113515862396012,-1.4106332049029469,-1.797414137187503,-0.28463234153974754,1,0,2.5407321133197787,-1.5035633860512168,1,False,False,True,False,False,True,0.11982465813479513,4.30814362072985,-1.6718065642929716
217,-0.1129298130463459,0.004527235129950843,-0.594800863967808,-0.28463234153974754,2,1,-0.8420067492453074,-0.5099141934886142,1,False,False,True,False,False,True,-0.28080595417830034,-0.6658552066669884,0.013425193402795408
223,-0.1129298130463459,-0.703052984886498,-0.4496578827171551,-0.28463234153974754,0,1,-0.5601118440315502,-1.1707001698975545,1,False,False,True,False,False,True,0.27963786355802234,-0.4404687205362507,0.013425193402795408
224,-0.1129298130463459,1.4196876751628487,-2.0254959648671003,-0.28463234153974754,2,0,0.8493626820372356,-1.6320152394092164,1,False,False,False,True,False,True,0.19939095703738646,2.329946329758731,0.013425193402795408
238,-1.8113515862396012,-0.703052984886498,-1.6730058675440864,-0.28463234153974754,1,1,-0.2782169388177931,-1.6604228608249278,1,True,False,False,False,False,True,0.4725970680851245,0.37770943698400505,-1.6718065642929716
240,-1.8113515862396012,0.004527235129950843,-1.1546380773631832,-0.28463234153974754,1,1,1.131257587250993,-1.5078862849623034,1,False,False,False,True,False,True,0.46274161650055945,1.632126676007135,-1.6718065642929716
245,-1.8113515862396012,-1.4106332049029469,-1.4863934630789613,-0.28463234153974754,2,0,0.5674677768234785,1.3013804502566395,1,False,True,False,False,False,True,-0.8675276525974818,1.2927076765907044,-1.6718065642929716
247,-1.8113515862396012,0.004527235129950843,-1.5485975979006696,-0.28463234153974754,1,0,-0.8420067492453074,-1.339293227429929,1,False,False,True,False,False,True,0.02602814968582847,-0.4038864254544937,-1.6718065642929716
252,-1.8113515862396012,-0.703052984886498,-1.4241893282572529,-0.28463234153974754,2,0,-0.2782169388177931,1.3248476157739664,1,False,False,False,True,True,False,-0.8618394385959272,0.2258336333321626,-1.6718065642929716
254,-1.8113515862396012,1.4196876751628487,-1.1131686541487111,-0.28463234153974754,1,0,3.6683117341748073,-1.57952289548888,1,False,False,False,True,True,False,0.6284953526667704,4.339373954846104,-1.6718065642929716
257,-1.8113515862396012,-0.703052984886498,-1.797414137187503,-0.28463234153974754,1,1,1.9769423028922644,-1.7468808390466584,1,False,True,False,False,True,False,0.5992370795202826,3.539396934791325,-1.6718065642929716
259,-1.8113515862396012,0.004527235129950843,-1.1546380773631832,-0.28463234153974754,1,0,1.9769423028922644,-1.6746266715327836,1,False,False,True,False,True,False,0.8347664734677461,2.5590016359520025,-1.6718065642929716
260,-1.8113515862396012,0.7121074551463997,-1.3827199050427805,-0.28463234153974754,1,1,-0.2782169388177931,-1.257775705106583,1,False,False,False,True,True,False,0.006651642430305528,0.20293172643228174,-1.6718065642929716
265,0.7362810735502818,0.004527235129950843,1.1883843342544984,1.7329793920425816,0,1,0.8493626820372356,-1.323854302747477,1,False,False,True,False,True,False,1.205988213571705,0.163719605393371,-0.5483187258291268
267,-1.8113515862396012,0.004527235129950843,1.0432413530038456,0.724173525251417,1,0,1.131257587250993,-1.4257512056516595,1,False,False,False,False,True,False,1.382288759521875,0.3916122094142559,-2.008852915832125
271,-0.9621406996429737,-0.703052984886498,-0.09716778539414106,1.7329793920425816,2,0,1.6950473976785072,-0.5574660815105661,1,False,False,True,False,False,False,-0.127038271303276,1.3453423981294563,-1.6718065642929716
286,-1.8113515862396012,0.7121074551463997,-0.6777397103967525,0.724173525251417,2,1,1.9769423028922644,-1.017546037047632,1,True,False,False,False,False,False,0.03669386568513167,2.048622974766891,-2.008852915832125
291,-0.1129298130463459,0.7121074551463997,1.1676496226472624,-0.28463234153974754,1,1,1.6950473976785072,-0.41851575936849916,1,False,False,False,False,False,False,0.10172015453955693,0.7121174565063029,0.013425193402795408
297,-0.1129298130463459,-0.703052984886498,-0.6362702871822802,-0.28463234153974754,2,0,1.6950473976785072,-0.19187234503010567,1,False,False,False,False,False,True,-0.4271104551859009,1.743554266820179,0.013425193402795408
305,-0.9621406996429737,-0.703052984886498,-0.6362702871822802,0.724173525251417,2,0,1.6950473976785072,-0.7285293669921328,1,False,True,False,False,False,True,-0.16875870163185275,1.743554266820179,-1.3347602127538183
308,-0.9621406996429737,0.004527235129950843,-1.0509645193270027,-0.28463234153974754,2,1,0.8493626820372356,-1.6672159876852066,1,False,False,False,True,False,True,0.8802669608052959,1.2378731143127941,-0.829190685445088
309,-0.1129298130463459,-0.703052984886498,-1.0094950961125304,-1.2934382083309122,0,1,1.41315249246475,-1.4578641689911593,1,False,False,False,False,False,True,0.44782308061259957,1.796904446664,1.1369130318666398
317,-0.1129298130463459,-0.703052984886498,0.5041388512157065,-1.2934382083309122,0,1,3.104521923747293,-0.36972875737195127,1,False,True,False,False,False,True,-0.08689209230619406,2.0293588016977924,1.1369130318666398
321,-0.9621406996429737,0.7121074551463997,0.21385288871440078,-1.2934382083309122,2,0,2.5407321133197787,-0.7754636980267865,1,False,False,False,False,False,True,0.11142606981743944,1.811432843853612,0.013425193402795408
322,-0.1129298130463459,1.4196876751628487,-1.5071281746861973,-0.28463234153974754,2,1,1.6950473976785072,-1.4109298379565056,1,True,False,False,False,False,True,0.13441972549086467,2.697046842752302,0.013425193402795408
334,-0.9621406996429737,0.7121074551463997,-0.05569836217966881,-0.28463234153974754,2,1,0.5674677768234785,-0.15234869784302887,1,True,False,False,False,False,True,-0.3172109762404462,0.39336488119930185,-0.829190685445088
338,-0.1129298130463459,0.7121074551463997,-0.26304547825203,-1.2934382083309122,1,0,-1.4057965596728217,-0.500033281691845,1,False,False,False,True,False,True,-0.20211840730186195,-1.2145937648185627,1.1369130318666398
339,-0.9621406996429737,1.4196876751628487,0.9810372181821373,-0.28463234153974754,2,1,2.5407321133197787,-0.5976072856849409,1,False,False,False,False,False,True,0.18360201023460915,1.3480270714263323,-0.829190685445088
345,0.7362810735502818,0.004527235129950843,-0.3459843246809745,0.724173525251417,1,0,-1.1239016544590645,-1.0712734949425644,1,False,False,False,False,False,True,0.20562182859249045,-0.9618685587624282,0.013425193402795408
346,0.7362810735502818,-1.4106332049029469,1.0432413530038456,-0.28463234153974754,1,1,0.00367796639596411,-0.6636858833258349,1,True,False,False,False,False,True,0.25405005489772015,-0.34801528387508324,0.8560410722506788
351,-0.1129298130463459,1.4196876751628487,-0.5325967291460996,-0.28463234153974754,1,0,1.9769423028922644,-0.9557903383178243,1,False,False,False,False,False,True,0.030965879269403824,1.918077461522041,0.013425193402795408
353,-1.8113515862396012,-0.703052984886498,1.105445487825554,-0.28463234153974754,2,1,2.5407321133197787,-0.911326235232363,1,False,True,False,False,False,True,0.5174743129181366,1.2849824962525025,-1.6718065642929716
360,-0.1129298130463459,0.004527235129950843,-1.7144752907585585,1.7329793920425816,1,1,0.00367796639596411,-1.4189580787913807,1,False,False,False,True,False,True,0.04614068161852042,0.7783639902563912,-1.1100626450610493
362,-0.9621406996429737,-0.703052984886498,-1.1339033657559472,-0.28463234153974754,2,0,-0.5601118440315502,-1.405371825070823,1,False,False,False,True,False,True,0.3031249581402853,-0.22939578023434012,-0.829190685445088
367,-0.9621406996429737,0.7121074551463997,-1.9010876952236837,-0.28463234153974754,0,0,2.5407321133197787,-1.6073129599172935,1,False,False,True,False,False,True,0.22938257583989713,4.544438708620791,-0.829190685445088
368,-0.9621406996429737,0.004527235129950843,-1.631536444329614,-0.28463234153974754,1,1,0.5674677768234785,-1.7802289163607545,1,False,False,False,True,False,True,0.8148748844039946,1.4353087832781013,-0.829190685445088
369,-0.9621406996429737,1.4196876751628487,-2.29504721576117,-0.28463234153974754,1,1,-0.8420067492453074,-1.5770526675396879,1,False,False,False,False,False,True,-0.04513541740349646,-0.035648332825702116,-0.829190685445088
370,-0.9621406996429737,1.4196876751628487,0.8980983717531928,-0.28463234153974754,2,0,3.6683117341748073,-1.10153378732017,1,True,False,False,False,False,True,0.6926828113115747,2.151465174964571,-0.829190685445088
371,-0.1129298130463459,0.004527235129950843,-0.926556249683586,-1.2934382083309122,1,1,-1.1239016544590645,-1.57952289548888,1,False,True,False,False,False,True,0.7343129476019837,-0.8797593101156437,1.1369130318666398
372,-0.1129298130463459,1.4196876751628487,-1.1339033657559472,-0.28463234153974754,2,1,3.38641682896105,-1.3269420876839675,1,False,False,False,True,False,True,0.19383813610613074,4.068816822277292,0.013425193402795408
374,0.7362810735502818,-1.4106332049029469,-1.610801732722378,-0.28463234153974754,2,1,3.6683117341748073,-1.5665541987556204,1,False,False,False,True,False,True,0.32266759941739304,5.362344039314668,0.8560410722506788
375,0.7362810735502818,-1.4106332049029469,0.2760570235361091,-0.28463234153974754,1,0,3.6683117341748073,-0.5864912599135755,1,False,False,False,False,False,True,-0.010981061584027518,2.628415179207786,0.8560410722506788
380,-0.9621406996429737,-0.703052984886498,-0.26304547825203,-0.28463234153974754,2,1,-0.2782169388177931,-1.183668866630814,1,False,False,False,True,False,True,0.36798004173721804,-0.24314272885644556,-0.829190685445088
388,0.7362810735502818,-0.703052984886498,-0.8436174032546414,-0.28463234153974754,1,0,0.2855728716097213,-1.297916909280958,1,True,False,False,False,True,False,0.28132870831897505,0.5177336605820911,0.8560410722506788
393,-0.1129298130463459,0.7121074551463997,-0.7399438452184608,0.724173525251417,2,0,1.9769423028922644,-1.446748143219794,1,False,False,False,False,True,False,0.5613449609475912,2.107714202270981,-0.6606675096755112
397,-0.9621406996429737,0.7121074551463997,-0.18010663182308553,-0.28463234153974754,1,0,1.131257587250993,-0.7587896593697385,1,False,False,True,False,True,False,-0.016637699543942206,0.9237832106834146,-0.829190685445088
402,-0.9621406996429737,-0.703052984886498,0.06870990746374792,-1.2934382083309122,0,1,3.6683117341748073,-0.5957546147230467,1,False,False,False,True,True,False,-0.059731627583098475,2.816704197779992,0.013425193402795408
410,-1.8113515862396012,1.4196876751628487,-0.9887603845052942,-0.28463234153974754,2,1,-0.8420067492453074,-1.3121207199888136,1,False,False,False,True,False,False,0.23773782687677758,-0.5752502366326513,-1.6718065642929716
411,-0.9621406996429737,-0.703052984886498,1.0432413530038456,-0.28463234153974754,2,1,-0.2782169388177931,-0.05909759276101956,1,False,False,False,False,False,False,-0.12800498415401432,-0.532922157197418,-0.829190685445088
412,-0.9621406996429737,0.7121074551463997,-0.2837801898592662,-1.2934382083309122,2,1,2.2588372081060215,-0.2647440695312785,1,True,False,False,False,False,False,-0.3202371028055321,1.959622495187655,0.013425193402795408
413,-0.1129298130463459,0.004527235129950843,-1.4863934630789613,0.724173525251417,2,1,1.6950473976785072,-1.5813755664507743,1,False,True,False,False,False,False,0.4204480564164011,2.667789776790602,-0.6606675096755112
415,-1.8113515862396012,-1.4106332049029469,0.08944461907098404,-1.2934382083309122,1,1,2.5407321133197787,-0.7482911905856712,1,False,False,True,False,False,False,0.053606627428378434,1.901402275991118,-1.1100626450610493
423,-0.9621406996429737,-0.703052984886498,-1.5071281746861973,-0.28463234153974754,1,1,0.2855728716097213,-1.2497474642717081,1,False,False,False,False,False,False,-0.05287458480736536,0.9660037733517215,-0.829190685445088
429,-1.8113515862396012,-0.703052984886498,-1.5278628862934334,-0.28463234153974754,1,0,3.6683117341748073,-1.3281772016585636,1,False,False,False,False,False,True,0.02239112672433363,5.1674925946539885,-1.6718065642929716
438,0.7362810735502818,-0.703052984886498,-0.5740661523605719,-0.28463234153974754,2,0,2.5407321133197787,-1.1138849270661315,1,False,False,False,True,False,True,0.16831960539883972,2.4792704566019066,0.8560410722506788
445,-0.9621406996429737,0.004527235129950843,-1.631536444329614,-0.28463234153974754,1,0,3.6683117341748073,-1.5999022760697166,1,False,False,True,False,False,True,0.37290291069498244,5.412861080522992,-0.829190685445088
446,-0.1129298130463459,0.7121074551463997,-0.5118620175388635,-1.2934382083309122,2,0,3.38641682896105,-0.6186042232530755,1,False,False,False,True,False,True,-0.20065384045051415,3.191630576866754,1.1369130318666398
448,-0.9621406996429737,0.7121074551463997,-0.4081884595026829,-0.28463234153974754,2,1,-0.8420067492453074,-1.1040040152693624,1,True,False,False,False,False,True,0.21850570176108272,-0.7025789791117252,-0.829190685445088
449,-0.9621406996429737,-1.4106332049029469,-0.6362702871822802,-0.28463234153974754,1,1,3.6683117341748073,-0.5796981330532968,1,False,True,False,False,False,True,-0.255316481505504,3.610810561353921,-0.829190685445088
457,-0.9621406996429737,0.004527235129950843,0.8358942369314845,-1.2934382083309122,0,1,3.104521923747293,-0.4963279397680566,1,False,False,True,False,False,True,0.07237591780515301,1.8097168914296426,0.013425193402795408
461,-0.1129298130463459,-1.4106332049029469,-0.2423107666447939,-0.28463234153974754,2,0,3.38641682896105,-0.01031059076447164,1,False,True,False,False,False,True,-0.40939441477984806,2.8924319020707836,0.013425193402795408
466,-0.9621406996429737,-0.703052984886498,1.6652827012209293,0.724173525251417,1,0,2.5407321133197787,-1.629545011460024,1,True,False,False,False,False,True,2.4164398209255027,1.0331258515529684,-1.3347602127538183
467,-0.9621406996429737,1.4196876751628487,0.255322311928873,-1.2934382083309122,2,0,-1.1239016544590645,-1.7993731829669948,1,False,True,False,False,False,True,2.3114539143220116,-1.0254617047197434,0.013425193402795408
468,-0.1129298130463459,0.7121074551463997,-0.8436174032546414,1.7329793920425816,2,0,-1.1239016544590645,-1.7178556606436488,1,False,False,False,True,False,True,1.1691106908762054,-0.8931164711258968,-1.1100626450610493
469,-0.9621406996429737,1.4196876751628487,-0.4081884595026829,-0.28463234153974754,2,0,1.131257587250993,-1.0373078606411703,1,False,False,True,False,False,True,0.1487248936900264,1.0588019585154638,-0.829190685445088
470,-0.9621406996429737,1.4196876751628487,-0.6362702871822802,-0.28463234153974754,1,0,-1.1239016544590645,-0.3073555016548457,1,False,False,False,True,False,True,-0.3824772000432606,-0.9239547253708802,-0.829190685445088
472,-0.1129298130463459,0.004527235129950843,0.6285471208591232,-0.28463234153974754,2,1,0.5674677768234785,-0.39443103686387426,1,True,False,False,False,False,True,-0.04309308288682227,0.14304887150554363,0.013425193402795408
473,-1.8113515862396012,-0.703052984886498,-0.5118620175388635,0.724173525251417,1,1,0.8493626820372356,-0.3357631230705571,1,False,True,False,False,False,True,-0.3418317023127726,0.8670870265288309,-2.008852915832125
481,0.7362810735502818,0.7121074551463997,-0.947290961290822,-0.28463234153974754,1,0,1.9769423028922644,-1.6301625684473222,1,False,False,True,False,False,True,0.8455406043384915,2.319926745490033,0.8560410722506788
490,-0.9621406996429737,0.004527235129950843,0.4419347163939981,-0.28463234153974754,1,1,-0.2782169388177931,-0.5506729546502872,1,True,False,False,False,False,True,0.008454498675354222,-0.4188306821687434,-0.829190685445088
